date,location_key,new_deceased
2020-11-22,MA,80
2021-05-11,MA,5
2021-09-08,MA,74
2021-10-20,MA,13
2021-10-25,MA,15
2021-06-11,MD,3
2022-02-02,MD,16
2020-10-09,MG,0
2020-04-20,MK,1
2020-11-16,MK,31
2020-09-15,MM,7
2020-12-01,MM,26
2021-05-07,MM,0
2021-07-03,MM,42
2022-03-02,MM,4
2021-06-24,MN,15
2020-10-04,MT,1
2020-12-15,MT,2
2021-03-23,MT,1
2021-04-18,MT,0
2021-05-13,MT,0
2021-05-23,MT,1
2021-05-24,MT,1
2021-08-02,MT,0
2021-08-14,MT,0
2021-09-27,MT,0
2021-11-01,MT,1
2022-01-28,MT,1
2022-02-18,MT,0
2020-10-11,MV,0
2021-01-08,MV,0
2021-03-01,MV,1
2021-05-03,MV,0
2021-07-15,MV,0
2021-07-18,MV,1
2021-10-17,MV,1
2021-11-15,MV,1
2021-11-30,MV,0
2022-02-10,MV,1
2020-06-11,MX,670
2020-11-20,MX,572
2021-01-22,MX,1384
2021-01-25,MX,1462
2021-01-28,MX,1239
2021-02-11,MX,911
2021-03-28,MX,346
2022-01-20,MX,364
2022-02-01,MX,557
2020-04-12,MY,5
2020-04-15,MY,2
2020-06-14,MY,0
2020-08-20,MY,0
2020-10-02,MY,2
2021-02-09,MY,13
2021-04-07,MY,4
2021-09-21,MY,334
2021-11-04,MY,64
2022-01-08,MY,11
2020-10-29,MZ,0
2021-05-09,MZ,2
2021-05-18,MZ,0
2020-11-25,NA,0
2020-12-15,NA,1
2021-07-04,NA,23
2021-01-16,NG,15
2021-02-28,NL,20
2021-05-29,NL,8
2021-08-16,NL,6
2021-08-31,NL,12
2021-11-08,NL,22
2021-12-20,NL,36
2022-02-07,NL,4
2022-03-19,NL,11
2020-04-18,NO,12
2020-06-22,NO,4
2020-07-01,NO,1
2020-08-13,NO,1
2020-12-13,NO,0
2021-08-10,NO,1
2021-09-26,NO,0
2020-08-31,NP,13
2021-06-04,NP,99
2021-06-11,NP,46
2021-06-23,NP,27
2021-09-28,NP,12
2021-10-08,NP,10
2021-10-29,NP,8
2021-12-06,NP,2
2021-12-07,NP,2
2022-01-08,NP,2
2020-06-06,PA,16
2020-09-03,PA,16
2020-09-09,PA,9
2020-09-11,PA,13
2020-11-21,PA,14
2021-08-01,PA,10
2021-10-25,PA,3
2022-03-01,PA,10
2020-08-11,PH,88
2020-08-12,PH,84
2020-08-18,PH,61
2020-11-28,PH,20
2021-05-21,PH,125
2021-06-28,PH,98
2021-12-02,PH,40
2021-12-17,PH,74
2022-01-19,PH,82
2022-02-26,PH,127
2022-03-08,PH,6
2020-06-28,PK,83
2020-08-19,PK,11
2020-08-27,PK,9
2021-01-22,PK,43
2021-05-08,PK,118
2021-07-25,PK,32
2021-10-28,PK,17
2022-03-07,PK,9
2022-03-10,PK,7
2021-05-23,PL,17
2021-06-21,PL,29
2021-07-04,PL,1
2021-07-18,PL,0
2021-08-26,PL,3
2022-03-30,PL,133
2020-06-22,PR,0
2020-12-28,PR,4
2021-04-08,PR,5
2021-05-10,PR,10
2021-07-22,PR,1
2021-08-12,PR,8
2021-08-30,PR,28
2021-09-26,PR,1
2021-11-07,PR,1
2020-11-03,PS,3
2020-11-30,PS,16
2021-01-29,PS,9
2021-02-23,PS,5
2021-06-13,PS,6
2021-08-06,PS,0
2021-12-09,PS,6
2022-02-15,PS,19
2022-02-26,PS,5
2020-11-24,PT,69
2021-01-02,PT,73
2021-06-07,PT,1
2021-07-16,PT,6
2021-09-23,PT,9
2021-11-07,PT,5
2021-12-21,PT,8
2020-08-14,PY,11
2020-10-11,PY,12
2020-12-06,PY,20
2021-03-29,PY,50
2021-05-30,PY,96
2021-07-14,PY,50
2021-10-14,PY,1
2021-11-28,PY,2
2022-02-28,PY,8
2022-03-11,PY,5
2021-07-16,QA,0
2021-10-05,QA,0
2022-01-05,QA,0
2020-05-05,RS,3
2020-10-16,RS,2
2020-10-31,RS,6
2021-02-09,RS,14
2021-05-14,RS,18
2021-09-07,RS,24
2021-11-30,RS,53
2020-05-21,RU,150
2021-02-27,RU,379
2021-03-21,RW,2
2021-06-19,RW,0
2021-07-08,RW,13
2021-09-01,RW,22
2021-11-03,RW,0
2021-12-17,RW,0
2020-07-14,SA,42
2020-08-24,SA,31
2021-06-11,SA,16
2020-07-29,SE,1
2020-09-13,SE,2
2020-10-31,SE,13
2020-11-30,SE,67
2020-12-19,SE,80
2021-02-11,SE,33
2021-06-11,SE,1
2022-02-12,SE,32
2022-03-13,SG,8
2020-07-25,SI,0
2020-12-12,SI,22
2021-06-18,SI,1
2021-10-21,SI,9
2022-01-24,SI,11
2020-10-18,SK,6
2021-03-11,SK,94
2021-04-08,SK,76
2021-06-27,SK,1
2021-07-03,SK,0
2021-07-06,SK,0
2022-02-13,SK,18
2022-02-22,SK,24
2021-02-14,SL,0
2021-04-11,SN,1
2021-12-24,SN,0
2021-08-08,SR,3
2021-12-09,SR,1
2020-09-06,SS,1
2021-02-10,SS,0
2020-06-23,SV,6
2020-09-04,SV,8
2020-10-09,SV,6
2020-11-07,SV,4
2020-11-15,SV,3
2020-12-16,SV,8
2021-03-16,SV,4
2021-10-30,SV,0
2021-11-03,SV,10
2022-01-26,SV,5
2020-12-11,TG,1
2021-03-10,TG,0
2021-08-08,TG,2
2021-11-24,TG,0
2020-05-11,TH,0
2020-06-14,TH,0
2020-06-21,TH,0
2020-09-01,TH,0
2020-10-13,TH,0
2020-12-07,TH,0
2021-03-21,TH,1
2021-05-04,TH,27
2021-06-24,TH,31
2021-07-14,TH,87
2021-07-27,TH,118
2021-08-28,TH,292
2022-01-08,TH,14
2021-10-19,TN,18
2021-11-28,TN,2
2020-06-11,TR,17
2020-07-20,TR,17
2020-10-29,TR,72
2021-05-05,TR,356
2021-12-22,TR,179
2021-05-03,TT,5
2021-12-21,TT,27
2022-03-29,TT,3
2021-07-05,TW,2
2021-07-11,TW,6
2021-07-29,TW,0
2021-12-18,TW,0
2021-12-30,TW,0
2022-03-02,TW,0
2020-09-02,UA,51
2020-09-21,UA,26
2020-10-13,UA,107
2020-12-28,UA,75
2021-03-28,UA,203
2021-04-12,UA,287
2021-08-08,UA,10
2020-09-10,UG,1
2020-09-26,UG,2
2020-10-11,UG,1
2020-12-03,UG,1
2021-06-23,UG,49
2020-05-26,US,779
2020-05-29,US,988
2020-07-25,US,1133
2020-07-27,US,941
2021-06-01,US,328
2021-06-10,US,384
2021-08-11,US,597
2021-10-07,US,1723
2021-11-02,US,1428
2021-12-14,US,1885
2021-12-30,US,1296
2022-01-27,US,2710
2021-04-21,UY,61
2021-06-13,UY,39
2021-08-30,UY,0
2021-09-09,UY,0
2022-03-13,UY,5
2021-10-03,VI,1
2020-10-20,ZA,8
2021-05-12,ZA,44
2021-06-03,ZA,67
2021-07-08,ZA,374
2021-11-27,ZA,6
2021-12-23,ZA,81
2022-02-09,ZA,203
2022-03-10,ZA,28
2020-08-21,ZM,3
2020-12-05,ZM,0
2021-09-04,ZM,5
2021-12-18,ZM,1
2022-01-04,ZM,10
2021-01-14,ZW,30
2021-03-13,ZW,2
2021-04-19,ZW,1
2021-06-30,ZW,19
2021-12-09,ZW,6
2021-12-12,BS,0
2022-03-09,BS,0
2020-05-01,BY,4
2020-05-29,CA,102
2020-09-23,CA,9
2021-01-06,CA,136
2020-05-10,CD,3
2020-07-30,CD,0
2021-07-24,CD,2
2021-08-16,CH,3
2022-01-19,CH,21
2020-06-29,CI,0
2020-07-22,CI,0
2021-06-03,CI,0
2021-11-04,CI,2
2020-07-13,CL,45
2020-07-21,CL,44
2020-08-01,CL,76
2020-12-10,CL,84
2021-04-23,CL,109
2021-09-22,CL,5
2021-10-07,CL,21
2021-10-14,CL,5
2020-06-15,CO,107
2020-06-28,CO,149
2020-08-09,CO,347
2020-12-27,CO,275
2020-12-29,CO,370
2021-02-07,CO,306
2021-02-16,CO,215
2021-05-20,CO,531
2021-05-28,CO,624
2021-07-23,CO,367
2021-08-21,CO,131
2021-12-28,CO,80
2022-01-08,CO,107
2020-07-20,CR,4
2020-08-22,CR,8
2021-04-02,CR,4
2020-04-25,CU,3
2020-11-13,CU,0
2021-01-22,CU,3
2021-02-08,CU,4
2021-06-02,CU,8
2020-10-24,CV,0
2020-12-26,CV,0
2020-12-28,CV,0
2021-12-31,CV,1
2020-11-18,CY,0
2021-05-28,CY,0
2020-05-09,CZ,3
2020-05-27,CZ,0
2020-08-03,CZ,2
2020-11-16,CZ,173
2020-12-23,CZ,115
2021-01-24,CZ,145
2021-08-01,CZ,2
2021-09-16,CZ,0
2021-09-17,CZ,3
2021-11-19,CZ,114
2020-05-15,DK,6
2020-06-25,DK,1
2020-08-06,DK,0
2020-10-31,DK,2
2021-01-14,DK,29
2021-05-14,DK,3
2021-05-18,DK,0
2021-09-12,DK,2
2020-04-25,DO,5
2020-05-07,DO,7
2020-12-13,DO,3
2020-06-16,EC,37
2020-10-25,EC,20
2020-11-30,EC,40
2020-12-04,EC,144
2021-01-17,EC,3
2021-06-29,EC,37
2021-09-02,EC,0
2021-09-23,EC,15
2021-11-10,EC,0
2020-06-28,EE,0
2020-07-11,EE,0
2020-08-15,EE,0
2020-12-15,EE,7
2021-07-05,EE,0
2021-10-03,EE,16
2022-02-26,EE,11
2020-06-23,ET,3
2020-07-08,ET,4
2020-07-12,ET,11
2020-08-11,ET,23
2021-01-03,ET,2
2021-02-18,ET,10
2021-02-25,ET,0
2021-07-06,ET,3
2022-03-11,ET,1
2020-04-12,FI,12
2020-04-22,FI,0
2021-01-27,FI,1
2021-11-09,FI,4
2021-09-20,FJ,9
2020-03-30,FR,418
2020-12-10,FR,292
2021-01-15,FR,280
2021-02-21,FR,159
2021-07-10,FR,19
2021-07-18,FR,5
2021-08-02,FR,53
2021-08-30,GA,0
2020-09-30,GB,57
2020-11-25,GB,488
2021-08-10,GB,81
2021-10-03,GB,97
2021-03-27,AE,4
2021-05-23,AE,3
2021-08-01,AE,5
2021-09-09,AE,3
2021-12-29,AE,2
2020-07-22,AL,3
2020-11-23,AL,19
2021-01-08,AL,3
2021-01-15,AL,5
2021-06-13,AL,0
2021-07-15,AL,0
2021-09-01,AL,4
2021-09-07,AL,5
2021-10-12,AL,5
2020-07-13,AM,11
2021-02-28,AM,5
2021-05-10,AM,16
2021-07-24,AM,3
2021-07-29,AM,6
2022-01-26,AM,0
2022-03-26,AM,0
2020-05-14,AR,13
2020-05-30,AR,19
2020-06-18,AR,49
2021-01-12,AR,172
2021-06-28,AR,397
2021-12-04,AR,16
2020-06-03,AT,3
2020-12-17,AT,91
2021-07-10,AT,0
2021-11-08,AT,30
2021-12-06,AT,48
2022-03-29,AT,31
2021-01-27,GE,21
2021-08-05,GE,38
2021-08-19,GE,74
2021-09-11,GE,48
2021-09-21,GE,47
2021-11-30,GE,72
2021-12-05,GE,59
2021-12-17,GE,47
2022-01-04,GE,41
2022-01-17,GE,43
2020-08-20,GH,0
2020-09-22,GH,0
2020-09-26,GH,0
2021-01-14,GH,0
2020-09-03,GR,1
2021-05-11,GR,70
2021-11-29,GR,90
2020-10-06,GT,25
2020-10-15,GT,25
2021-01-19,GT,30
2021-04-16,GT,30
2021-06-30,GT,67
2020-11-27,GU,0
2021-07-26,GU,0
2021-08-28,GU,0
2021-11-21,GU,0
2021-12-04,GU,0
2020-07-05,HR,0
2020-08-29,HR,1
2021-02-11,HR,19
2021-05-06,HR,33
2020-09-19,HU,3
2020-09-26,HU,13
2020-12-18,HU,185
2021-02-01,HU,83
2021-02-11,HU,93
2021-03-25,HU,253
2021-08-12,HU,0
2021-08-24,HU,1
2021-11-09,HU,132
2021-12-05,HU,224
2022-02-15,HU,115
2021-05-08,ID,179
2021-06-17,ID,277
2021-06-29,ID,463
2021-10-23,ID,23
2021-11-10,ID,14
2020-04-16,IE,44
2020-07-26,IE,0
2021-09-02,IE,10
2021-12-05,IE,8
2021-12-22,IE,3
2022-01-21,IE,9
2020-09-17,IL,21
2021-01-02,IL,26
2021-12-14,IL,1
2022-02-09,IL,74
2020-04-12,AU,3
2021-06-19,AU,0
2021-09-17,AU,13
2021-09-18,AU,7
2021-11-30,AU,9
2021-12-02,AU,10
2022-03-25,AU,28
2020-06-01,BA,3
2020-06-16,BA,0
2021-06-28,BA,5
2021-12-28,BA,32
2020-04-22,BD,4
2020-06-20,BD,38
2021-03-28,BD,45
2021-04-24,BD,97
2021-11-07,BD,3
2021-12-04,BD,4
2020-04-03,BE,269
2020-04-08,BE,270
2020-07-04,BE,2
2020-11-14,BE,193
2021-03-16,BE,25
2021-03-06,BG,21
2020-11-26,BH,0
2020-12-17,BH,0
2020-12-20,BH,1
2021-03-30,BH,4
2021-04-03,BH,5
2021-06-03,BH,19
2021-06-29,BH,1
2021-10-07,BH,0
2020-09-04,BO,55
2020-12-09,BO,2
2020-12-13,BO,4
2021-02-11,BO,48
2021-05-31,BO,53
2021-06-26,BO,55
2021-09-27,BO,7
2020-07-12,BR,631
2021-05-08,BR,0
2021-06-15,BR,0
2020-04-14,IN,37
2020-05-02,IN,72
2020-06-27,IN,380
2020-07-23,IN,757
2020-08-03,IN,857
2020-09-14,IN,1290
2020-11-08,IN,448
2021-04-24,IN,2812
2021-10-20,IN,231
2022-02-15,IN,541
2022-03-22,IN,67
2020-04-14,IQ,1
2020-04-15,IQ,1
2021-02-02,IQ,11
2021-07-26,IQ,71
2021-10-02,IQ,21
2020-07-23,IR,215
2021-01-11,IR,98
2022-01-31,IR,50
2022-01-16,IS,0
2022-02-13,IS,0
2022-03-09,IS,2
2020-07-16,IT,20
2020-10-23,IT,91
2020-11-08,IT,331
2021-01-18,IT,377
2021-09-25,IT,50
2021-12-08,IT,86
2022-01-10,IT,227
2022-02-01,IT,427
2020-10-13,JM,5
2020-11-02,JM,4
2021-12-02,JM,4
2021-02-12,JO,11
2021-05-08,JO,16
2020-04-15,JP,12
2020-06-09,JP,3
2020-09-28,JP,9
2021-04-01,JP,23
2021-12-04,JP,0
2020-05-21,KE,0
2021-04-26,KE,22
2020-06-12,KR,0
2020-11-18,KR,3
2021-07-25,KR,2
2021-09-23,KR,7
2021-12-26,KR,46
2021-02-26,KW,6
2021-03-30,KW,5
2021-10-04,KW,0
2022-01-27,KW,2
2020-07-08,KZ,17
2021-02-09,KZ,0
2022-01-15,LA,7
2021-05-09,LI,0
2021-09-29,LI,0
2021-03-22,LK,0
2021-07-28,LK,56
2021-08-05,LK,98
2020-06-30,LT,1
2020-12-24,LT,62
2021-01-22,LT,23
2021-09-10,LT,20
2020-08-08,LU,1
2020-09-16,LU,0
2021-01-10,LU,3
2021-03-12,LU,6
2021-05-22,LU,0
2021-07-18,LU,0
2021-10-03,LU,0
2021-07-05,LV,3
2021-08-09,LV,2
2021-12-25,LV,3
2021-10-01,LY,0
2021-11-05,LY,0
2021-11-08,LY,8
2020-04-09,MA,10
2020-04-21,MA,4
2020-07-13,MA,2
2020-10-01,MA,34
2021-12-14,MA,0
2021-12-17,MA,4
2022-01-02,MA,7
2020-11-14,MD,13
2020-12-26,MD,8
2021-05-12,MD,14
2021-08-05,MD,5
2021-08-07,MD,3
2021-08-23,MD,5
2021-11-05,MD,49
2021-12-20,MD,19
2020-07-22,MK,3
2020-10-21,MK,12
2020-12-15,MK,25
2021-01-13,MK,15
2021-01-31,MK,11
2022-03-06,MK,7
2021-02-14,MM,2
2021-05-01,MN,6
2021-06-16,MN,10
2020-12-03,MT,1
2021-04-30,MT,2
2021-07-15,MT,0
2021-09-26,MT,0
2021-10-14,MT,0
2020-09-24,MV,0
2020-12-13,MV,0
2021-02-25,MV,1
2021-03-21,MV,0
2021-03-22,MV,0
2021-06-15,MV,1
2021-12-03,MV,1
2021-12-05,MV,0
2022-01-22,MV,0
2020-10-12,MW,1
2020-10-23,MW,0
2020-06-14,MX,719
2020-07-22,MX,752
2020-08-09,MX,652
2021-02-15,MX,799
2021-03-15,MX,399
2021-06-02,MX,91
2021-06-09,MX,95
2022-02-10,MX,376
2020-06-01,MY,0
2020-06-21,MY,0
2020-11-03,MY,2
2021-02-02,MY,21
2021-02-21,MY,6
2021-03-01,MY,5
2021-03-04,MY,5
2021-08-23,MY,174
2020-09-16,MZ,0
2020-10-14,MZ,0
2021-04-17,MZ,0
2020-08-27,NA,1
2021-03-04,NA,2
2021-06-02,NA,11
2022-01-19,NA,41
2021-01-10,NG,3
2020-07-10,NL,-1
2020-08-30,NL,0
2021-07-19,NL,2
2021-08-14,NL,6
2021-09-04,NL,9
2021-10-03,NL,1
2021-12-30,NL,40
2020-05-01,NO,0
2020-05-25,NO,0
2021-05-13,NO,0
2021-11-22,NO,6
2022-03-25,NO,0
2022-03-28,NO,0
2020-08-10,NP,8
2020-12-28,NP,10
2021-01-11,NP,6
2021-02-15,NP,0
2021-06-03,NP,68
2020-07-24,PA,41
2021-01-02,PA,39
2021-06-06,PA,7
2021-06-28,PA,5
2021-07-05,PA,9
2021-07-23,PA,13
2022-02-16,PA,17
2020-12-04,PH,35
2021-04-04,PH,126
2021-05-11,PH,136
2021-08-11,PH,149
2021-09-12,PH,167
2021-09-14,PH,222
2021-09-19,PH,205
2022-01-17,PH,22
2022-02-28,PH,50
2020-05-31,PK,88
2020-07-15,PK,67
2020-09-30,PK,5
2020-10-09,PK,6
2020-11-17,PK,37
2020-12-10,PK,50
2021-01-15,PK,45
2021-05-13,PK,48
2022-03-28,PK,1
2021-07-03,PL,1
2021-11-15,PL,282
2021-12-02,PL,470
2020-11-12,PR,5
2021-06-09,PR,1
2021-08-23,PR,16
2022-02-04,PR,14
2020-12-13,PS,28
2021-02-05,PS,3
2021-04-09,PS,26
2021-08-19,PS,1
2021-10-18,PS,9
2021-11-21,PS,2
2021-12-29,PS,6
2020-04-15,PT,32
2020-04-18,PT,30
2020-06-05,PT,10
2020-09-13,PT,4
2020-12-22,PT,85
2020-12-31,PT,69
2021-02-18,PT,68
2021-08-26,PT,12
2021-11-08,PT,9
2022-01-31,PT,62
2020-08-08,PY,3
2020-10-04,PY,16
2021-01-25,PY,15
2021-02-08,PY,20
2021-06-05,PY,130
2021-07-03,PY,108
2021-08-25,PY,20
2022-01-10,PY,11
2022-02-01,PY,65
2021-11-26,QA,0
2020-07-08,RS,11
2020-07-16,RS,10
2020-11-22,RS,38
2021-05-22,RS,11
2021-06-16,RS,5
2020-10-07,RU,191
2021-01-17,RU,471
2021-04-19,RU,379
2021-06-05,RU,351
2020-10-15,RW,1
2021-04-03,RW,0
2021-08-06,RW,7
2022-03-19,RW,0
2020-05-10,SA,9
2020-12-30,SA,9
2021-01-26,SA,4
2021-04-25,SA,13
2021-05-10,SA,13
2021-06-23,SA,14
2021-08-03,SA,14
2021-12-10,SA,1
2022-02-19,SA,2
2020-12-27,SE,99
2021-02-22,SE,25
2021-10-20,SE,3
2022-02-13,SE,48
2020-04-16,SI,5
2020-04-17,SI,4
2020-05-16,SI,1
2021-10-23,SI,5
2021-04-12,SK,82
2021-04-26,SK,39
2021-05-27,SK,2
2022-01-27,SK,17
2020-12-24,SL,1
2020-07-03,SN,4
2020-09-09,SN,0
2020-11-01,SN,1
2020-11-22,SN,0
2020-12-31,SN,0
2021-05-04,SN,3
2021-08-21,SN,12
2021-12-07,SN,0
2022-01-20,SN,4
2022-03-09,SN,0
2020-12-16,SR,0
2021-09-11,SR,5
2021-09-17,SR,8
2021-03-06,SS,0
2021-04-13,SS,0
2021-05-13,SS,0
2020-06-29,SV,10
2020-08-16,SV,6
2020-12-15,SV,7
2021-09-23,SV,12
2020-10-21,TG,1
2021-12-27,TG,0
2022-03-05,TG,0
2020-09-07,TH,0
2021-01-05,TH,1
2021-02-27,TH,0
2021-06-11,TH,27
2021-04-07,TN,49
2020-11-23,TR,153
2021-01-06,TR,191
2021-02-18,TR,83
2021-03-14,TR,68
2021-06-20,TR,63
2021-07-05,TR,35
2021-09-29,TR,227
2022-01-13,TR,153
2022-02-16,TR,271
2021-10-30,TT,14
2021-07-28,TW,1
2021-09-07,TW,0
2021-11-11,TW,0
2020-05-19,UA,13
2020-06-13,UA,10
2020-07-14,UA,14
2021-07-13,UA,36
2020-10-05,UG,2
2021-02-10,UG,-3
2021-01-27,US,3911
2021-03-01,US,1191
2021-07-26,US,415
2021-08-01,US,363
2022-02-11,US,2860
2020-08-26,UY,0
2021-03-06,UY,8
2021-06-06,UY,57
2021-08-29,UY,2
2021-10-28,UY,0
2022-02-25,UY,17
2022-02-10,VC,0
2021-11-09,VI,0
2021-12-04,VI,0
2021-12-13,VI,0
2021-12-23,VI,0
2022-03-11,VI,0
2021-10-02,VN,114
2020-05-03,ZA,7
2020-05-23,ZA,22
2020-08-15,ZA,162
2020-09-28,ZA,81
2020-12-24,ZA,293
2021-02-08,ZA,396
2021-03-15,ZA,139
2021-03-27,ZA,15
2021-04-06,ZA,79
2021-07-24,ZA,287
2021-11-26,ZA,8
2021-03-25,ZM,3
2021-09-02,ZM,3
2021-12-13,ZM,1
2020-08-10,ZW,0
2020-10-03,ZW,-1
2021-05-27,ZW,0
2021-07-05,ZW,28
2021-08-15,ZW,29
2021-10-05,ZW,3
2021-12-07,BS,0
2020-06-25,BY,6
2020-05-02,CA,174
2020-05-31,CA,222
2020-06-08,CA,35
2020-07-08,CA,26
2020-09-07,CA,1
2020-10-28,CA,28
2020-12-06,CA,85
2021-01-11,CA,116
2020-05-03,CD,0
2021-03-31,CD,2
2021-05-24,CD,1
2020-07-31,CH,2
2020-08-21,CH,1
2020-09-30,CH,0
2020-10-28,CH,44
2021-02-28,CH,7
2021-03-16,CH,11
2021-07-17,CH,1
2021-10-07,CH,8
2021-12-03,CH,24
2022-02-21,CH,16
2020-07-13,CI,3
2020-10-24,CI,1
2021-01-10,CI,1
2021-10-08,CI,2
2022-03-06,CI,0
2020-06-01,CL,59
2020-06-24,CL,226
2020-07-17,CL,1057
2020-10-29,CL,86
2021-03-30,CL,37
2021-05-23,CL,132
2021-05-30,CL,121
2021-05-31,CL,132
2021-11-06,CL,27
2021-11-07,CL,21
2022-03-05,CL,146
2020-09-26,CO,200
2021-02-17,CO,229
2021-05-18,CO,564
2022-01-15,CO,207
2022-01-22,CO,122
2020-11-30,CR,11
2020-12-04,CR,16
2021-02-22,CR,5
2021-03-17,CR,5
2021-04-08,CR,7
2021-06-10,CR,20
2021-10-03,CR,27
2021-11-14,CR,10
2021-11-28,CR,3
2022-02-03,CR,16
2022-02-20,CR,13
2020-07-20,CU,0
2021-05-27,CU,12
2021-02-26,CV,1
2021-01-02,CY,2
2021-03-09,CY,2
2021-07-01,CY,0
2021-09-08,CY,3
2021-09-30,CY,2
2022-01-14,CY,1
2022-01-27,CY,2
2022-02-01,CY,2
2022-02-02,CY,3
2022-03-04,CY,2
2022-03-25,CY,2
2020-06-05,CZ,0
2020-08-01,CZ,2
2020-12-07,CZ,94
2021-03-24,CZ,185
2021-04-19,CZ,72
2021-05-12,CZ,33
2021-05-14,CZ,18
2021-05-22,CZ,11
2021-05-23,CZ,13
2021-10-24,CZ,21
2021-11-30,CZ,121
2021-12-26,CZ,85
2020-06-02,DK,1
2020-07-04,DK,1
2020-07-13,DK,0
2020-07-31,DK,1
2020-09-09,DK,1
2020-10-07,DK,1
2020-12-31,DK,33
2021-03-13,DK,1
2021-06-04,DK,1
2021-07-03,DK,0
2021-09-05,DK,2
2021-09-13,DK,0
2020-11-18,DO,8
2020-11-21,DO,2
2021-01-11,DO,0
2020-05-29,EC,0
2020-09-15,EC,33
2020-09-20,EC,5
2021-04-25,EC,123
2022-01-08,EC,4
2020-06-08,EE,0
2020-09-14,EE,0
2020-11-24,EE,3
2020-12-19,EE,7
2021-01-02,EE,7
2021-03-04,EE,7
2021-03-27,EE,32
2021-05-18,EE,3
2021-06-08,EE,1
2022-03-12,EE,6
2022-03-20,EE,6
2020-10-19,ET,6
2020-05-05,FI,2
2020-07-02,FI,0
2021-05-31,FI,1
2021-06-01,FI,0
2021-08-24,FI,2
2021-08-31,FI,1
2021-11-29,FI,7
2022-01-26,FI,20
2020-04-02,FR,471
2020-06-10,FR,23
2020-08-28,FR,19
2020-10-07,FR,80
2021-10-30,FR,22
2021-11-06,FR,25
2021-11-12,FR,48
2021-12-14,FR,158
2022-01-18,FR,375
2021-11-03,GA,0
2020-07-15,GB,20
2020-08-22,GB,9
2021-06-29,GB,24
2021-08-23,GB,116
2021-10-02,GB,110
2021-11-05,GB,158
2022-01-16,GB,292
2022-02-07,GB,165
2022-02-17,GB,122
2020-08-17,AE,2
2020-09-23,AE,1
2020-11-24,AE,4
2021-04-05,AE,4
2021-06-28,AE,5
2021-09-22,AE,3
2022-02-24,AE,1
2020-12-06,AL,17
2020-12-28,AL,6
2021-04-17,AL,2
2021-08-13,AL,2
2021-10-04,AL,7
2022-01-14,AL,3
2020-07-12,AM,8
2020-09-28,AM,1
2021-01-17,AM,9
2021-04-04,AM,13
2021-04-08,AM,23
2021-10-23,AM,42
2022-01-31,AM,4
2020-04-06,AR,7
2020-05-10,AR,12
2020-08-01,AR,172
2021-04-28,AR,443
2021-07-20,AR,294
2021-08-20,AR,147
2021-08-25,AR,106
2021-08-30,AR,103
2021-11-23,AR,15
2022-01-19,AR,290
2020-04-10,AT,23
2020-07-19,AT,0
2021-04-13,AT,31
2021-11-06,AT,23
2021-12-31,AT,12
2020-11-08,GH,0
2020-11-21,GH,0
2021-01-04,GH,0
2021-09-28,GH,0
2020-06-25,GR,0
2020-08-06,GR,0
2020-12-17,GR,96
2021-01-22,GR,24
2021-03-08,GR,46
2021-08-15,GR,13
2021-11-08,GR,53
2020-11-07,GT,10
2021-01-08,GT,27
2021-03-01,GT,0
2021-03-17,GT,0
2021-05-24,GT,13
2021-06-11,GT,0
2021-09-02,GT,57
2021-12-25,GT,1
2021-08-03,GU,0
2021-08-06,GU,0
2022-02-10,GU,0
2021-01-25,HR,23
2021-02-20,HR,9
2020-06-18,HU,2
2020-12-14,HU,144
2021-03-07,HU,158
2021-05-29,HU,25
2021-05-31,HU,13
2021-06-21,HU,8
2021-04-01,ID,196
2021-04-22,ID,165
2021-08-31,ID,532
2021-10-22,ID,33
2021-11-04,ID,19
2021-12-29,ID,10
2021-01-13,IE,56
2021-02-20,IE,16
2021-09-08,IE,4
2022-02-25,IE,5
2022-03-09,IE,5
2022-03-24,IE,9
2020-05-21,IL,0
2020-06-18,IL,1
2020-08-04,IL,10
2021-10-10,IL,13
2021-11-24,IL,3
2022-02-23,IL,20
2020-04-10,AU,3
2020-04-20,AU,1
2020-05-08,AU,0
2020-09-01,AU,5
2020-09-07,AU,9
2020-11-08,AU,0
2021-04-26,AU,0
2021-08-06,AU,1
2022-01-02,AU,6
2022-01-11,AU,27
2022-01-13,AU,57
2021-09-25,AZ,24
2022-01-31,AZ,21
2020-12-18,BA,42
2021-03-09,BA,37
2020-05-24,BD,21
2020-09-19,BD,40
2020-12-11,BD,32
2021-06-09,BD,43
2021-10-26,BD,6
2022-01-02,BD,6
2022-02-01,BD,33
2022-03-08,BD,3
2020-07-27,BE,1
2020-09-26,BE,13
2021-02-10,BE,35
2021-02-12,BE,31
2021-03-01,BE,25
2021-04-22,BE,42
2021-05-25,BE,14
2021-07-06,BE,0
2021-10-24,BE,18
2022-01-31,BE,40
2020-09-01,BG,13
2020-12-02,BG,156
2020-12-29,BG,110
2021-02-28,BG,117
2021-07-03,BG,0
2022-02-20,BG,143
2021-01-16,BH,2
2021-07-09,BH,2
2021-10-05,BH,1
2020-06-18,BO,18
2020-07-08,BO,47
2020-12-31,BO,16
2021-02-09,BO,65
2021-05-14,BO,42
2021-07-09,BO,47
2021-07-28,BO,38
2021-08-13,BO,19
2021-09-30,BO,9
2022-01-16,BO,16
2022-03-07,BO,1
2020-04-11,BR,68
2020-06-17,BR,0
